Medicine ID,Order ID,Name,Description,Batch Number,Order Date,Quantity of Order,Current Stage,Current Stage Location,Days in Current Stage,Expiry Date,Days to Expiry,Retailer Location,Distributor Location,Manufacturer Location,Raw Material Supplier Location,Stock at Distributor,Stock Status,Sales Quantity,Sale Date
M-1012,O-61190,Levofloxacin,Antibiotic for bacterial infections.,B-1182,2021-07-05,33270,Ret,Chennai,10,2023-02-01,-680.0,Chennai,Jaipur,Kolkata,Pune,0,,630.0,2021-07-30
M-1011,O-20415,Pantoprazole,Treats stomach & esophagus problems.,B-9476,2023-03-06,58530,Man,Chennai,30,2023-10-25,-414.0,Mumbai,Lucknow,Chennai,Chennai,0,,,2023-03-24
M-1006,O-61436,Omeprazole,Treats GERD and other stomach issues.,B-9803,2021-01-17,18380,Dis,Hyderabad,12,2023-09-24,-445.0,Chennai,Hyderabad,Lucknow,Pune,23717,Understock,,2024-09-28
M-1003,O-34819,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-9988,2021-02-01,90590,Man,Delhi,2,2022-06-05,-921.0,Mumbai,Chennai,Delhi,Delhi,0,,,2024-04-15
M-1014,O-49572,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2421,2021-12-23,66110,Dis,Bangalore,18,2024-06-15,-180.0,Delhi,Bangalore,Ahmedabad,Mumbai,19125,Understock,,2024-11-24
M-1014,O-18353,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-7058,2024-10-20,55080,Dis,Delhi,7,2025-05-23,162.0,Hyderabad,Delhi,Ahmedabad,Chennai,16227,Understock,,2024-11-11
M-1010,O-28921,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-8655,2022-09-17,87190,Dis,Delhi,24,2024-11-07,-35.0,Hyderabad,Delhi,Lucknow,Lucknow,28325,Optimal,,2024-08-17
M-1009,O-94523,Cefixime,Antibiotic for respiratory and UTI infections.,B-7685,2024-02-02,54070,Ret,Jaipur,12,2026-01-18,402.0,Jaipur,Lucknow,Jaipur,Kolkata,0,,8810.0,2024-08-14
M-1012,O-62441,Levofloxacin,Antibiotic for bacterial infections.,B-7354,2022-10-10,89150,RMS,Hyderabad,794,2023-05-21,,Hyderabad,Jaipur,Hyderabad,Hyderabad,0,,,2023-12-09
M-1004,O-58237,Azithromycin,Antibiotic for bacterial infections.,B-5459,2021-04-30,7880,RMS,Delhi,1322,2022-06-03,,Lucknow,Delhi,Bangalore,Delhi,0,,,2024-08-01
M-1003,O-88409,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3800,2021-05-30,5470,Dis,Delhi,16,2022-02-15,-1031.0,Chennai,Delhi,Chennai,Pune,36242,Understock,,2023-11-17
M-1011,O-18629,Pantoprazole,Treats stomach & esophagus problems.,B-5231,2020-02-02,23940,RMS,Bangalore,1775,2022-05-04,,Bangalore,Bangalore,Lucknow,Bangalore,0,,,2022-09-19
M-1002,O-26684,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5921,2020-05-04,35940,Dis,Hyderabad,8,2022-11-28,-745.0,Hyderabad,Hyderabad,Lucknow,Lucknow,22641,Understock,,2021-09-14
M-1000,O-34928,Paracetamol,Relieves fever & mild to moderate pain.,B-6030,2020-07-24,43890,Man,Pune,29,2023-03-31,-622.0,Bangalore,Bangalore,Pune,Bangalore,0,,,2021-06-03
M-1003,O-53517,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-4086,2024-08-13,41700,Ret,Bangalore,6,2026-12-28,746.0,Bangalore,Ahmedabad,Delhi,Kolkata,0,,3760.0,2024-09-02
M-1001,O-46242,Amoxicillin,Antibiotic for bacterial infections.,B-6103,2021-05-05,74990,Dis,Pune,9,2024-02-21,-295.0,Mumbai,Pune,Lucknow,Hyderabad,43955,Optimal,,2022-07-21
M-1014,O-20576,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2379,2022-11-07,64640,Ret,Chennai,30,2024-07-16,-149.0,Chennai,Delhi,Chennai,Lucknow,0,,5250.0,2024-11-06
M-1014,O-80526,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-2161,2020-12-31,35660,RMS,Pune,1442,2023-04-29,,Delhi,Lucknow,Ahmedabad,Pune,0,,,2021-01-07
M-1000,O-65679,Paracetamol,Relieves fever & mild to moderate pain.,B-4195,2021-03-06,43010,RMS,Ahmedabad,1377,2022-03-09,,Delhi,Mumbai,Chennai,Ahmedabad,0,,,2022-06-06
M-1007,O-12994,Cetirizine,Antihistamine for allergy symptoms.,B-9057,2023-07-13,61650,Dis,Kolkata,7,2025-04-05,114.0,Pune,Kolkata,Pune,Ahmedabad,2035,Understock,,2024-08-08
M-1010,O-72410,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-6687,2020-08-10,93130,RMS,Jaipur,1585,2023-07-21,,Mumbai,Pune,Ahmedabad,Jaipur,0,,,2024-04-04
M-1012,O-20670,Levofloxacin,Antibiotic for bacterial infections.,B-5612,2023-07-22,57230,RMS,Mumbai,509,2024-03-26,,Mumbai,Pune,Mumbai,Mumbai,0,,,2023-08-25
M-1011,O-94978,Pantoprazole,Treats stomach & esophagus problems.,B-9405,2022-09-11,1050,Ret,Hyderabad,10,2023-03-19,-634.0,Hyderabad,Mumbai,Jaipur,Jaipur,0,,5340.0,2022-11-20
M-1000,O-35240,Paracetamol,Relieves fever & mild to moderate pain.,B-3803,2023-08-26,95490,Man,Mumbai,25,2026-06-16,551.0,Chennai,Lucknow,Mumbai,Mumbai,0,,,2024-03-18
M-1002,O-15351,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-5273,2024-04-06,10350,Man,Delhi,7,2026-06-21,556.0,Hyderabad,Jaipur,Delhi,Chennai,0,,,2024-04-11
M-1000,O-11744,Paracetamol,Relieves fever & mild to moderate pain.,B-1604,2020-07-24,25270,Dis,Bangalore,11,2021-09-29,-1170.0,Kolkata,Bangalore,Hyderabad,Mumbai,43709,Understock,,2022-10-30
M-1005,O-52915,Metformin,Controls blood sugar in type 2 diabetes.,B-5926,2022-04-03,11487,Dis,Kolkata,9,2023-06-24,-537.0,Bangalore,Kolkata,Chennai,Pune,40038,Understock,,2024-08-02
M-1009,O-35413,Cefixime,Antibiotic for respiratory and UTI infections.,B-5492,2022-12-04,84250,RMS,Delhi,739,2024-01-11,,Chennai,Hyderabad,Delhi,Delhi,0,,,2023-10-09
M-1012,O-64578,Levofloxacin,Antibiotic for bacterial infections.,B-1214,2024-06-25,32560,Ret,Chennai,18,2025-09-19,281.0,Chennai,Delhi,Jaipur,Ahmedabad,0,,1280.0,2024-12-08
M-1001,O-51358,Amoxicillin,Antibiotic for bacterial infections.,B-8318,2021-08-25,50020,RMS,Kolkata,1205,2022-07-11,,Bangalore,Lucknow,Lucknow,Kolkata,0,,,2021-09-18
M-1005,O-49654,Metformin,Controls blood sugar in type 2 diabetes.,B-6437,2021-08-09,18470,Ret,Kolkata,25,2022-02-08,-1038.0,Kolkata,Lucknow,Jaipur,Ahmedabad,0,,3450.0,2023-06-08
M-1002,O-18142,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7307,2020-06-09,37660,Ret,Jaipur,15,2022-11-01,-772.0,Jaipur,Mumbai,Bangalore,Chennai,0,,1320.0,2023-06-15
M-1009,O-97489,Cefixime,Antibiotic for respiratory and UTI infections.,B-1181,2022-03-30,71650,Ret,Mumbai,12,2023-02-16,-665.0,Mumbai,Lucknow,Delhi,Lucknow,0,,9400.0,2024-06-10
M-1009,O-57613,Cefixime,Antibiotic for respiratory and UTI infections.,B-1610,2022-01-10,99790,Dis,Delhi,11,2022-07-18,-878.0,Jaipur,Delhi,Jaipur,Lucknow,34913,Optimal,,2023-06-15
M-1008,O-69142,Dolo 650,Brand of paracetamol for pain & fever.,B-7728,2024-02-06,8700,Man,Kolkata,5,2025-02-10,60.0,Hyderabad,Mumbai,Kolkata,Mumbai,0,,,2024-07-06
M-1009,O-89824,Cefixime,Antibiotic for respiratory and UTI infections.,B-4977,2020-12-12,13660,Man,Jaipur,13,2023-09-26,-443.0,Kolkata,Ahmedabad,Jaipur,Pune,0,,,2023-12-14
M-1014,O-29730,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-9335,2020-11-20,45210,RMS,Delhi,1483,2022-02-15,,Delhi,Pune,Bangalore,Delhi,0,,,2024-11-18
M-1005,O-58530,Metformin,Controls blood sugar in type 2 diabetes.,B-2897,2024-05-21,4890,Dis,Mumbai,6,2025-12-18,371.0,Jaipur,Mumbai,Kolkata,Chennai,40278,Understock,,2024-10-24
M-1009,O-32991,Cefixime,Antibiotic for respiratory and UTI infections.,B-9942,2021-07-12,55720,Dis,Delhi,23,2023-07-28,-503.0,Pune,Delhi,Chennai,Jaipur,40282,Understock,,2022-09-19
M-1007,O-25556,Cetirizine,Antihistamine for allergy symptoms.,B-2184,2023-05-13,95400,RMS,Mumbai,579,2024-06-26,,Lucknow,Pune,Lucknow,Mumbai,0,,,2023-12-04
M-1009,O-85237,Cefixime,Antibiotic for respiratory and UTI infections.,B-8544,2021-10-20,90470,RMS,Jaipur,1149,2022-08-02,,Pune,Jaipur,Ahmedabad,Jaipur,0,,,2023-11-06
M-1003,O-60916,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8009,2023-06-28,22120,Ret,Jaipur,17,2025-06-25,195.0,Jaipur,Kolkata,Jaipur,Bangalore,0,,3470.0,2024-06-10
M-1009,O-89255,Cefixime,Antibiotic for respiratory and UTI infections.,B-1610,2020-09-29,73600,Ret,Lucknow,14,2022-07-18,-878.0,Lucknow,Ahmedabad,Ahmedabad,Ahmedabad,0,,5760.0,2021-08-18
M-1005,O-79398,Metformin,Controls blood sugar in type 2 diabetes.,B-1200,2022-12-07,90800,Ret,Kolkata,1,2023-10-16,-423.0,Kolkata,Hyderabad,Chennai,Jaipur,0,,1040.0,2023-10-27
M-1012,O-38200,Levofloxacin,Antibiotic for bacterial infections.,B-3145,2024-04-16,38040,Dis,Ahmedabad,19,2026-08-29,625.0,Mumbai,Ahmedabad,Mumbai,Pune,30814,Understock,,2024-11-03
M-1008,O-51468,Dolo 650,Brand of paracetamol for pain & fever.,B-4427,2022-11-03,43820,Ret,Ahmedabad,29,2023-08-12,-488.0,Ahmedabad,Hyderabad,Pune,Pune,0,,8090.0,2023-12-15
M-1008,O-56064,Dolo 650,Brand of paracetamol for pain & fever.,B-4766,2020-06-14,72780,Ret,Mumbai,20,2022-12-11,-732.0,Mumbai,Pune,Chennai,Mumbai,0,,3980.0,2022-06-15
M-1003,O-76139,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-3956,2021-02-14,30410,RMS,Bangalore,1397,2022-05-28,,Kolkata,Ahmedabad,Jaipur,Bangalore,0,,,2022-08-27
M-1004,O-69607,Azithromycin,Antibiotic for bacterial infections.,B-8090,2021-07-07,58280,Ret,Pune,6,2023-03-26,-627.0,Pune,Hyderabad,Mumbai,Hyderabad,0,,2620.0,2023-07-11
M-1012,O-89065,Levofloxacin,Antibiotic for bacterial infections.,B-7494,2021-06-17,23400,RMS,Mumbai,1274,2024-04-08,,Bangalore,Lucknow,Mumbai,Mumbai,0,,,2024-01-13
M-1007,O-71220,Cetirizine,Antihistamine for allergy symptoms.,B-5814,2020-01-18,51390,Dis,Jaipur,5,2020-08-19,-1576.0,Ahmedabad,Jaipur,Bangalore,Ahmedabad,37639,Understock,,2021-08-03
M-1004,O-79182,Azithromycin,Antibiotic for bacterial infections.,B-8726,2024-10-03,3580,RMS,Bangalore,70,2025-04-08,,Kolkata,Delhi,Lucknow,Bangalore,0,,,2024-11-20
M-1003,O-66406,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-6228,2021-06-21,112462,Man,Lucknow,11,2022-10-01,-803.0,Mumbai,Lucknow,Lucknow,Pune,0,,,2022-03-24
M-1000,O-99023,Paracetamol,Relieves fever & mild to moderate pain.,B-4180,2023-10-12,7350,Man,Mumbai,30,2024-10-31,-42.0,Ahmedabad,Ahmedabad,Mumbai,Delhi,0,,,2024-08-16
M-1004,O-85291,Azithromycin,Antibiotic for bacterial infections.,B-3240,2021-05-25,20060,RMS,Hyderabad,1297,2023-02-18,,Delhi,Chennai,Lucknow,Hyderabad,0,,,2021-09-15
M-1000,O-71357,Paracetamol,Relieves fever & mild to moderate pain.,B-6426,2021-07-23,49120,Man,Delhi,29,2023-05-06,-586.0,Pune,Kolkata,Delhi,Kolkata,0,,,2024-04-17
M-1002,O-22626,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7307,2020-12-26,43910,Dis,Bangalore,4,2022-11-01,-772.0,Kolkata,Bangalore,Jaipur,Kolkata,34535,Understock,,2023-09-24
M-1007,O-58073,Cetirizine,Antihistamine for allergy symptoms.,B-9687,2022-01-04,90360,Ret,Bangalore,1,2024-12-17,5.0,Bangalore,Delhi,Delhi,Chennai,0,,3670.0,2023-03-09
M-1003,O-71955,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-8809,2020-02-07,64140,Ret,Lucknow,11,2020-08-21,-1574.0,Lucknow,Delhi,Delhi,Hyderabad,0,,8990.0,2024-05-16
M-1010,O-72474,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5293,2023-02-27,90820,RMS,Bangalore,654,2025-05-28,,Bangalore,Bangalore,Kolkata,Bangalore,0,,,2024-04-06
M-1005,O-28956,Metformin,Controls blood sugar in type 2 diabetes.,B-8502,2021-01-03,4580,RMS,Delhi,1439,2022-07-16,,Lucknow,Pune,Bangalore,Delhi,0,,,2023-12-30
M-1001,O-43196,Amoxicillin,Antibiotic for bacterial infections.,B-9086,2023-04-28,76190,Dis,Mumbai,16,2024-07-21,-144.0,Bangalore,Mumbai,Chennai,Mumbai,40296,Optimal,,2024-10-31
M-1012,O-32939,Levofloxacin,Antibiotic for bacterial infections.,B-5409,2022-01-26,74050,Dis,Lucknow,5,2023-02-17,-664.0,Pune,Lucknow,Ahmedabad,Ahmedabad,47038,Optimal,,2024-11-02
M-1002,O-99170,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7016,2021-04-01,26390,RMS,Lucknow,1351,2023-03-31,,Hyderabad,Ahmedabad,Pune,Lucknow,0,,,2023-05-28
M-1012,O-18104,Levofloxacin,Antibiotic for bacterial infections.,B-4343,2021-06-08,59850,Dis,Kolkata,29,2024-03-01,-286.0,Kolkata,Kolkata,Chennai,Lucknow,48404,Optimal,,2024-10-19
M-1010,O-88821,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2017,2023-08-02,3600,Ret,Mumbai,24,2024-10-07,-66.0,Mumbai,Jaipur,Bangalore,Jaipur,0,,3920.0,2023-09-10
M-1007,O-16774,Cetirizine,Antihistamine for allergy symptoms.,B-7568,2022-01-12,63490,Dis,Chennai,1,2023-10-05,-434.0,Bangalore,Chennai,Chennai,Ahmedabad,7958,Understock,,2022-07-01
M-1002,O-81005,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-9844,2023-02-02,96360,Man,Ahmedabad,17,2024-09-13,-90.0,Mumbai,Ahmedabad,Ahmedabad,Ahmedabad,0,,,2023-06-12
M-1011,O-26683,Pantoprazole,Treats stomach & esophagus problems.,B-1225,2022-03-25,85020,Man,Jaipur,28,2024-08-20,-114.0,Chennai,Delhi,Jaipur,Jaipur,0,,,2022-09-08
M-1002,O-80605,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6072,2023-01-12,99520,RMS,Delhi,700,2024-01-28,,Delhi,Ahmedabad,Hyderabad,Delhi,0,,,2024-01-22
M-1005,O-78989,Metformin,Controls blood sugar in type 2 diabetes.,B-3754,2023-02-01,32230,Dis,Lucknow,28,2025-05-05,144.0,Mumbai,Lucknow,Mumbai,Jaipur,43807,Understock,,2024-08-09
M-1001,O-62222,Amoxicillin,Antibiotic for bacterial infections.,B-7150,2023-07-06,52656,Dis,Delhi,24,2024-10-02,-71.0,Ahmedabad,Delhi,Bangalore,Lucknow,6984,Understock,,2024-06-15
M-1007,O-60034,Cetirizine,Antihistamine for allergy symptoms.,B-2005,2024-03-28,69940,Ret,Chennai,16,2026-07-18,583.0,Chennai,Mumbai,Mumbai,Jaipur,0,,2990.0,2024-09-15
M-1002,O-38172,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-8189,2021-07-16,51970,Man,Jaipur,29,2023-08-15,-485.0,Lucknow,Hyderabad,Jaipur,Mumbai,0,,,2023-10-29
M-1007,O-30682,Cetirizine,Antihistamine for allergy symptoms.,B-7039,2022-08-02,46810,Ret,Ahmedabad,13,2024-01-10,-337.0,Ahmedabad,Ahmedabad,Lucknow,Mumbai,0,,8800.0,2023-05-26
M-1008,O-34192,Dolo 650,Brand of paracetamol for pain & fever.,B-1969,2021-02-26,20730,RMS,Lucknow,1385,2023-05-12,,Hyderabad,Lucknow,Ahmedabad,Lucknow,0,,,2023-06-19
M-1011,O-11073,Pantoprazole,Treats stomach & esophagus problems.,B-4321,2020-04-21,14890,Dis,Jaipur,4,2022-06-02,-924.0,Mumbai,Jaipur,Kolkata,Ahmedabad,22370,Understock,,2020-12-18
M-1002,O-74749,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7233,2020-10-19,89380,RMS,Lucknow,1515,2022-03-28,,Bangalore,Jaipur,Jaipur,Lucknow,0,,,2024-04-24
M-1003,O-14822,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-2411,2022-01-11,74040,Man,Mumbai,6,2023-05-17,-575.0,Mumbai,Pune,Mumbai,Jaipur,0,,,2023-07-14
M-1000,O-97451,Paracetamol,Relieves fever & mild to moderate pain.,B-4625,2024-09-03,42470,Man,Lucknow,16,2027-07-27,957.0,Hyderabad,Mumbai,Lucknow,Delhi,0,,,2024-09-14
M-1000,O-93749,Paracetamol,Relieves fever & mild to moderate pain.,B-7736,2022-03-19,91700,Dis,Jaipur,9,2024-04-26,-230.0,Lucknow,Jaipur,Delhi,Hyderabad,4180,Understock,,2023-03-02
M-1004,O-93097,Azithromycin,Antibiotic for bacterial infections.,B-2924,2024-12-06,25630,Dis,Chennai,19,2026-11-21,709.0,Delhi,Chennai,Delhi,Chennai,14303,Understock,,2024-12-07
M-1000,O-90151,Paracetamol,Relieves fever & mild to moderate pain.,B-6255,2020-08-17,64150,RMS,Bangalore,1578,2021-12-31,,Lucknow,Pune,Hyderabad,Bangalore,0,,,2022-12-26
M-1014,O-39517,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3837,2021-11-15,14970,RMS,Hyderabad,1123,2024-04-13,,Delhi,Hyderabad,Lucknow,Hyderabad,0,,,2024-08-11
M-1010,O-71352,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-1692,2023-01-01,1590,Dis,Chennai,18,2024-09-17,-86.0,Chennai,Chennai,Lucknow,Kolkata,47370,Understock,,2023-04-09
M-1000,O-50541,Paracetamol,Relieves fever & mild to moderate pain.,B-3091,2024-07-12,25570,Dis,Delhi,2,2025-05-28,167.0,Hyderabad,Delhi,Jaipur,Hyderabad,10812,Understock,,2024-09-10
M-1014,O-84657,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-3469,2023-02-21,26840,Ret,Hyderabad,28,2024-01-31,-316.0,Hyderabad,Hyderabad,Bangalore,Kolkata,0,,8160.0,2024-04-25
M-1003,O-30019,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-4986,2022-08-29,90600,Ret,Jaipur,30,2023-09-12,-457.0,Jaipur,Delhi,Bangalore,Ahmedabad,0,,4130.0,2024-11-25
M-1006,O-90187,Omeprazole,Treats GERD and other stomach issues.,B-2996,2022-03-17,54290,Man,Lucknow,2,2023-11-17,-391.0,Ahmedabad,Delhi,Lucknow,Delhi,0,,,2023-04-14
M-1001,O-19390,Amoxicillin,Antibiotic for bacterial infections.,B-4760,2023-07-14,46380,Man,Kolkata,3,2025-09-24,286.0,Bangalore,Lucknow,Kolkata,Delhi,0,,,2024-07-08
M-1002,O-19005,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-6996,2023-03-31,103763,Dis,Ahmedabad,20,2025-09-20,282.0,Chennai,Ahmedabad,Chennai,Chennai,10389,Optimal,,2024-11-15
M-1011,O-85060,Pantoprazole,Treats stomach & esophagus problems.,B-4998,2024-08-08,11400,Man,Kolkata,8,2026-06-11,546.0,Kolkata,Mumbai,Kolkata,Chennai,0,,,2024-09-05
M-1010,O-35728,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-9338,2019-12-14,29090,RMS,Bangalore,1825,2022-08-19,,Kolkata,Delhi,Lucknow,Bangalore,0,,,2020-11-22
M-1002,O-32150,Ciprofloxacin,"Treats bacterial infections, especially UTI.",B-7837,2021-09-26,71240,Man,Chennai,12,2023-10-22,-417.0,Delhi,Mumbai,Chennai,Kolkata,0,,,2022-07-13
M-1001,O-56415,Amoxicillin,Antibiotic for bacterial infections.,B-3545,2023-12-15,35570,Man,Jaipur,9,2024-07-29,-136.0,Delhi,Hyderabad,Jaipur,Mumbai,0,,,2024-12-11
M-1008,O-82459,Dolo 650,Brand of paracetamol for pain & fever.,B-5818,2020-12-08,28785,Ret,Chennai,3,2023-10-10,-429.0,Chennai,Bangalore,Bangalore,Lucknow,0,,9480.0,2024-08-11
M-1013,O-28719,Montelukast,Prevents asthma & seasonal allergies.,B-6424,2021-06-12,80140,Man,Ahmedabad,19,2024-01-25,-322.0,Mumbai,Mumbai,Ahmedabad,Hyderabad,0,,,2023-03-14
M-1001,O-22557,Amoxicillin,Antibiotic for bacterial infections.,B-4412,2020-03-24,35350,RMS,Mumbai,1724,2023-03-13,,Kolkata,Delhi,Kolkata,Mumbai,0,,,2021-09-27
M-1001,O-19372,Amoxicillin,Antibiotic for bacterial infections.,B-3277,2023-11-06,72430,Man,Delhi,4,2025-05-16,155.0,Bangalore,Lucknow,Delhi,Pune,0,,,2024-09-26
M-1012,O-98652,Levofloxacin,Antibiotic for bacterial infections.,B-6161,2021-03-08,68360,RMS,Mumbai,1375,2022-05-02,,Jaipur,Hyderabad,Chennai,Mumbai,0,,,2021-12-03
M-1001,O-49641,Amoxicillin,Antibiotic for bacterial infections.,B-7926,2024-07-31,60432,Ret,Hyderabad,20,2026-05-28,532.0,Hyderabad,Kolkata,Mumbai,Jaipur,0,,6310.0,2024-08-02
M-1010,O-82556,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-5229,2024-01-07,55530,Ret,Ahmedabad,27,2026-08-06,602.0,Ahmedabad,Chennai,Lucknow,Jaipur,0,,3370.0,2024-03-24
M-1012,O-22943,Levofloxacin,Antibiotic for bacterial infections.,B-5491,2021-03-03,2880,Man,Lucknow,23,2023-05-14,-578.0,Delhi,Pune,Lucknow,Bangalore,0,,,2021-10-11
M-1008,O-98967,Dolo 650,Brand of paracetamol for pain & fever.,B-4630,2022-04-24,40660,Man,Chennai,9,2023-07-30,-501.0,Jaipur,Lucknow,Chennai,Lucknow,0,,,2024-12-11
M-1008,O-22471,Dolo 650,Brand of paracetamol for pain & fever.,B-3153,2021-08-21,39910,Man,Kolkata,27,2023-07-24,-507.0,Mumbai,Ahmedabad,Kolkata,Delhi,0,,,2023-09-02
M-1012,O-62785,Levofloxacin,Antibiotic for bacterial infections.,B-7575,2023-12-08,87540,RMS,Delhi,370,2024-11-21,,Jaipur,Pune,Ahmedabad,Delhi,0,,,2024-04-14
M-1003,O-31002,Ibuprofen,"NSAID for pain, fever, and inflammation.",B-1430,2022-03-20,45020,Dis,Pune,30,2025-03-17,95.0,Jaipur,Pune,Ahmedabad,Delhi,42660,Understock,,2022-05-31
M-1014,O-32738,Atorvastatin,Lowers cholesterol and reduces heart disease risk.,B-4001,2023-09-11,42050,Man,Lucknow,4,2025-03-05,83.0,Kolkata,Kolkata,Lucknow,Chennai,0,,,2024-01-08
M-1008,O-44274,Dolo 650,Brand of paracetamol for pain & fever.,B-8480,2024-10-07,24780,Man,Chennai,5,2027-09-24,1016.0,Mumbai,Jaipur,Chennai,Chennai,0,,,2024-11-19
M-1010,O-33504,Aspirin,"Reduces pain, fever, inflammation, and prevents heart attacks.",B-2627,2022-06-30,5500,Ret,Bangalore,23,2023-05-10,-582.0,Bangalore,Lucknow,Mumbai,Bangalore,0,,4720.0,2023-09-18
M-1013,O-75492,Montelukast,Prevents asthma & seasonal allergies.,B-8247,2022-04-01,57000,Dis,Chennai,19,2024-07-24,-141.0,Delhi,Chennai,Kolkata,Kolkata,1160,Understock,,2024-05-04
M-1000,O-84818,Paracetamol,Relieves fever & mild to moderate pain.,B-2327,2024-02-29,112200,Dis,Pune,9,2026-09-08,635.0,Ahmedabad,Pune,Jaipur,Pune,19016,Optimal,,2024-12-03
M-1009,O-46058,Cefixime,Antibiotic for respiratory and UTI infections.,B-3807,2023-05-21,92550,RMS,Delhi,571,2026-02-08,,Mumbai,Lucknow,Mumbai,Delhi,0,,,2024-07-31
M-1012,O-58376,Levofloxacin,Antibiotic for bacterial infections.,B-4622,2023-12-08,81750,Man,Pune,21,2026-10-19,676.0,Pune,Lucknow,Pune,Ahmedabad,0,,,2024-10-21
M-1008,O-67100,Dolo 650,Brand of paracetamol for pain & fever.,B-9588,2022-04-16,19240,Dis,Lucknow,30,2023-04-29,-593.0,Pune,Lucknow,Hyderabad,Mumbai,24098,Understock,,2024-11-04
M-1004,O-51650,Azithromycin,Antibiotic for bacterial infections.,B-3828,2023-01-20,92920,Dis,Hyderabad,27,2024-03-04,-283.0,Mumbai,Hyderabad,Lucknow,Lucknow,11431,Optimal,,2024-06-01
M-1012,O-27825,Levofloxacin,Antibiotic for bacterial infections.,B-3267,2020-04-28,87800,Ret,Kolkata,1,2023-04-24,-598.0,Kolkata,Lucknow,Jaipur,Lucknow,0,,8690.0,2020-07-01
